rank,name,points,bestPoints,RankingDate
23,Francisco Cerundolo,2004,2014,24-07-2023
24,Lorenzo Musetti,1989,1999,24-07-2023
25,Tommy Paul,1987,2066,24-07-2023
26,Pablo Carreno Busta,1983,2121,24-07-2023
27,Nicolas Jarry,1974,1992,24-07-2023
28,Gael Monfils,1972,2189,24-07-2023
29,Stan Wawrinka,1968,2291,24-07-2023
30,Alexander Bublik,1968,1968,24-07-2023
31,Andy Murray,1965,2500,24-07-2023
32,Jan Lennard Struff,1963,2037,24-07-2023
33,Milos Raonic,1963,2269,24-07-2023
34,Jiri Lehecka,1962,1962,24-07-2023
35,Denis Shapovalov,1960,2075,24-07-2023
36,Borna Coric,1957,2102,24-07-2023
37,Alejandro Davidovich Fokina,1953,1998,24-07-2023
38,Adrian Mannarino,1952,2004,24-07-2023
39,Marton Fucsovics,1950,2018,24-07-2023
40,Jack Draper,1947,1977,24-07-2023
41,Christian Garin,1946,2010,24-07-2023
42,Jenson Brooksby,1945,1984,24-07-2023
43,Tallon Griekspoor,1933,1961,24-07-2023
44,Christopher Eubanks,1932,1932,24-07-2023
45,Roberto Bautista Agut,1930,2135,24-07-2023
46,Lorenzo Sonego,1930,1996,24-07-2023
47,Dominic Thiem,1927,2250,24-07-2023
48,Yoshihito Nishioka,1917,1977,24-07-2023
49,Emil Ruusuvuori,1916,1963,24-07-2023
50,Tomas Martin Etcheverry,1908,1932,24-07-2023
51,Thanasi Kokkinakis,1908,1914,24-07-2023
52,Yannick Hanfmann,1902,1920,24-07-2023
53,Botic Van De Zandschulp,1900,1998,24-07-2023
54,Soon Woo Kwon,1896,1929,24-07-2023
55,Kevin Anderson,1894,2181,24-07-2023
56,John Isner,1893,2147,24-07-2023
57,Roman Safiullin,1892,1940,24-07-2023
58,Alex Molcan,1891,1941,24-07-2023
59,Jeffrey John Wolf,1887,1926,24-07-2023
60,Diego Sebastian Schwartzman,1881,2097,24-07-2023
61,Ilya Ivashka,1881,1987,24-07-2023
62,Laslo Djere,1881,1945,24-07-2023
63,Mackenzie Mcdonald,1876,1944,24-07-2023
64,Gregoire Barrere,1873,1873,24-07-2023
65,Roberto Carballes Baena,1872,1886,24-07-2023
66,Vasek Pospisil,1872,1987,24-07-2023
67,Aslan Karatsev,1871,1998,24-07-2023
68,Mikael Ymer,1871,1938,24-07-2023
69,Pedro Cachin,1870,1870,24-07-2023
70,Brandon Nakashima,1867,1958,24-07-2023
71,Gilles Simon,1861,2124,24-07-2023
72,Sebastian Ofner,1861,1871,24-07-2023
73,Jeremy Chardy,1860,2016,24-07-2023
74,David Goffin,1858,2165,24-07-2023
75,Miomir Kecmanovic,1857,1977,24-07-2023
76,Daniel Evans,1857,2002,24-07-2023
77,Dusan Lajovic,1855,1962,24-07-2023
78,Lloyd George Muirhead Harris,1854,1988,24-07-2023
79,Corentin Moutet,1851,1921,24-07-2023
80,Marcos Giron,1850,1934,24-07-2023
81,Christopher Oconnell,1847,1854,24-07-2023
82,Jordan Thompson,1847,1908,24-07-2023
83,Richard Gasquet,1846,2196,24-07-2023
84,Quentin Halys,1844,1844,24-07-2023
85,Benjamin Bonzi,1842,1893,24-07-2023
86,Taro Daniel,1842,1882,24-07-2023
87,Arthur Fils,1838,1895,24-07-2023
88,Ugo Humbert,1836,2002,24-07-2023
89,Jack Sock,1835,2144,24-07-2023
90,Fabio Fognini,1835,2112,24-07-2023
91,Juan Pablo Varillas Patino Samudio,1833,1845,24-07-2023
92,Filip Krajinovic,1830,2033,24-07-2023
93,Alejandro Tabilo,1829,1834,24-07-2023
94,Yibing Wu,1827,1850,24-07-2023
95,Jason Kubler,1827,1880,24-07-2023
96,Guido Pella,1825,2009,24-07-2023
97,Steve Johnson,1823,2042,24-07-2023
98,John Millman,1823,1954,24-07-2023
99,Jiri Vesely,1822,1952,24-07-2023
100,Bernabe Zapata Miralles,1819,1876,24-07-2023
101,Ricardas Berankis,1816,1914,24-07-2023
102,Liam Broady,1814,1822,24-07-2023
103,Jaume Munar,1813,1866,24-07-2023
104,Tim Van Rijthoven,1812,1870,24-07-2023
105,Gijs Brouwer,1808,1844,24-07-2023
106,Alexandre Muller,1806,1814,24-07-2023
107,Dominic Stephan Stricker,1804,1873,24-07-2023
108,Michael Mmoh,1800,1866,24-07-2023
109,Sebastian Baez,1800,1944,24-07-2023
110,Alexei Popyrin,1799,1916,24-07-2023
111,Ryan Peniston,1798,1825,24-07-2023
112,Arthur Rinderknech,1798,1909,24-07-2023
113,Zhizhen Zhang,1798,1890,24-07-2023
114,Albert Ramos,1797,2014,24-07-2023
115,Daniel Elahi Galan Riveros,1796,1871,24-07-2023
116,Ben Shelton,1795,1989,24-07-2023
117,Marco Cecchinato,1794,1953,24-07-2023
118,Alexander Shevchenko,1794,1841,24-07-2023
119,James Duckworth,1793,1887,24-07-2023
120,Yosuke Watanuki,1793,1819,24-07-2023
121,Maximilian Marterer,1789,1888,24-07-2023
122,Aljaz Bedene,1789,1939,24-07-2023
123,Dominik Koepfer,1789,1920,24-07-2023
124,Damir Dzumhur,1787,1994,24-07-2023
125,Kamil Majchrzak,1787,1810,24-07-2023
126,Kyle Edmund,1787,2038,24-07-2023
127,Radu Albot,1785,1936,24-07-2023
128,Tomas Machac,1784,1806,24-07-2023
129,Daniel Altmaier,1784,1826,24-07-2023
130,Pavel Kotov,1782,1849,24-07-2023
131,Thiago Seyboth Wild,1782,1804,24-07-2023
132,Rinky Hijikata,1780,1837,24-07-2023
133,Hugo Gaston,1777,1891,24-07-2023
134,Thiago Monteiro,1777,1846,24-07-2023
135,Matteo Arnaldi,1773,1889,24-07-2023
136,Maxime Cressy,1767,1928,24-07-2023
137,Nuno Borges,1764,1785,24-07-2023
138,Federico Coria,1759,1839,24-07-2023
139,Federico Delbonis,1758,1953,24-07-2023
140,Andrea Vavassori,1756,1765,24-07-2023
141,Pablo Andujar,1750,1929,24-07-2023
142,Peter Gojowczyk,1750,1935,24-07-2023
143,Juan Manuel Cerundolo,1749,1807,24-07-2023
144,Aleksandar Kovacevic,1749,1769,24-07-2023
145,Denis Kudla,1748,1855,24-07-2023
146,Borna Gojo,1748,1856,24-07-2023
147,Nikoloz Basilashvili,1747,1990,24-07-2023
148,Elias Ymer,1745,1817,24-07-2023
149,Jozef Kovalik,1738,1806,24-07-2023
150,Oscar Otte,1735,1917,24-07-2023
151,Dimitar Kuzmanov,1733,1733,24-07-2023
152,Luca Van Assche,1731,1778,24-07-2023
153,Antoine Bellier,1731,1743,24-07-2023
154,Jurij Rodionov,1730,1790,24-07-2023
155,Giulio Zeppieri,1726,1726,24-07-2023
156,Hugo Grenier,1726,1753,24-07-2023
157,Norbert Gombos,1724,1837,24-07-2023
158,Aleksandar Vukic,1724,1828,24-07-2023
159,Henri Laaksonen,1721,1852,24-07-2023
160,Joao Sousa,1719,1974,24-07-2023
161,Hamad Medjedovic,1719,1777,24-07-2023
162,Carlos Taberner,1717,1796,24-07-2023
163,Constant Lestienne,1716,1833,24-07-2023
164,Emilio Gomez,1714,1744,24-07-2023
165,Stefan Kozlov,1712,1764,24-07-2023
166,Mikhail Kukushkin,1711,1943,24-07-2023
167,Feliciano Lopez,1710,2074,24-07-2023
168,Marc Andrea Huesler,1707,1849,24-07-2023
169,Marcelo Tomas Barrios Vera,1704,1704,24-07-2023
170,Hugo Dellien,1703,1781,24-07-2023
171,Facundo Bagnis,1703,1804,24-07-2023
172,Flavio Cobolli,1702,1726,24-07-2023
173,Pedro Martinez Portero,1700,1926,24-07-2023
174,Max Purcell,1694,1834,24-07-2023
175,Fernando Verdasco,1687,2204,24-07-2023
176,Zizou Bergs,1675,1675,24-07-2023
177,Emilio Nava,1674,1709,24-07-2023
178,Francesco Passaro,1671,1671,24-07-2023
179,Alexandar Lazarov,1620,1620,24-07-2023
180,Ramkumar Ramanathan,1609,1808,24-07-2023
181,Luca Nardi,1601,1619,24-07-2023
182,Benoit Paire,1567,2003,24-07-2023
183,Chun Hsin Tseng,1566,1660,24-07-2023
1,Novak Djokovic,2405,2629,17-07-2023
2,Carlos Alcaraz Garfia,2344,2344,17-07-2023
3,Rafael Nadal,2260,2552,17-07-2023
4,Daniil Medvedev,2241,2316,17-07-2023
5,Holger Vitus Nodskov Rune,2146,2146,17-07-2023
6,Andrey Rublev,2144,2227,17-07-2023
7,Jannik Sinner,2142,2256,17-07-2023
8,Nick Kyrgios,2137,2176,17-07-2023
9,Stefanos Tsitsipas,2135,2258,17-07-2023
10,Alexander Zverev,2129,2303,17-07-2023
11,Matteo Berrettini,2099,2173,17-07-2023
12,Karen Khachanov,2094,2137,17-07-2023
13,Casper Ruud,2086,2163,17-07-2023
14,Frances Tiafoe,2056,2068,17-07-2023
15,Taylor Fritz,2048,2134,17-07-2023
16,Grigor Dimitrov,2048,2203,17-07-2023
17,Hubert Hurkacz,2035,2099,17-07-2023
18,Marin Cilic,2027,2232,17-07-2023
19,Sebastian Korda,2027,2071,17-07-2023
20,Felix Auger Aliassime,2026,2140,17-07-2023
21,Alex De Minaur,2026,2083,17-07-2023
22,Cameron Norrie,2025,2105,17-07-2023
23,Francisco Cerundolo,2003,2014,17-07-2023
24,Tommy Paul,1998,2066,17-07-2023
25,Lorenzo Musetti,1987,1999,17-07-2023
26,Pablo Carreno Busta,1983,2121,17-07-2023
27,Stan Wawrinka,1974,2291,17-07-2023
28,Nicolas Jarry,1974,1992,17-07-2023
29,Gael Monfils,1972,2189,17-07-2023
30,Alexander Bublik,1968,1968,17-07-2023
31,Alejandro Davidovich Fokina,1968,1998,17-07-2023
32,Andy Murray,1965,2500,17-07-2023
33,Jan Lennard Struff,1963,2037,17-07-2023
34,Milos Raonic,1963,2269,17-07-2023
35,Jiri Lehecka,1962,1962,17-07-2023
36,Denis Shapovalov,1960,2075,17-07-2023
37,Borna Coric,1957,2102,17-07-2023
38,Marton Fucsovics,1950,2018,17-07-2023
39,Jack Draper,1947,1977,17-07-2023
40,Christian Garin,1946,2010,17-07-2023
41,Jenson Brooksby,1945,1984,17-07-2023
42,Lorenzo Sonego,1944,1996,17-07-2023
43,Roberto Bautista Agut,1943,2135,17-07-2023
44,Dominic Thiem,1937,2250,17-07-2023
45,Tallon Griekspoor,1933,1961,17-07-2023
46,Christopher Eubanks,1932,1932,17-07-2023
47,Emil Ruusuvuori,1930,1963,17-07-2023
48,Adrian Mannarino,1925,2004,17-07-2023
49,Tomas Martin Etcheverry,1920,1932,17-07-2023
50,Yoshihito Nishioka,1917,1977,17-07-2023
51,Yannick Hanfmann,1911,1920,17-07-2023
52,Thanasi Kokkinakis,1908,1914,17-07-2023
53,Botic Van De Zandschulp,1900,1998,17-07-2023
54,Laslo Djere,1899,1945,17-07-2023
55,Soon Woo Kwon,1896,1929,17-07-2023
56,Alex Molcan,1895,1941,17-07-2023
57,Roman Safiullin,1892,1940,17-07-2023
58,Mackenzie Mcdonald,1889,1944,17-07-2023
59,Jeffrey John Wolf,1887,1926,17-07-2023
60,Diego Sebastian Schwartzman,1881,2097,17-07-2023
61,Ilya Ivashka,1881,1987,17-07-2023
62,Roberto Carballes Baena,1880,1886,17-07-2023
63,John Isner,1879,2147,17-07-2023
64,Gregoire Barrere,1873,1873,17-07-2023
65,Vasek Pospisil,1872,1987,17-07-2023
66,Aslan Karatsev,1871,1998,17-07-2023
67,Mikael Ymer,1871,1938,17-07-2023
68,Dusan Lajovic,1867,1962,17-07-2023
69,Brandon Nakashima,1867,1958,17-07-2023
70,Gilles Simon,1862,2124,17-07-2023
71,Jeremy Chardy,1860,2016,17-07-2023
72,Corentin Moutet,1859,1921,17-07-2023
73,David Goffin,1858,2165,17-07-2023
74,Daniel Evans,1857,2002,17-07-2023
75,Miomir Kecmanovic,1856,1977,17-07-2023
76,Benjamin Bonzi,1856,1893,17-07-2023
77,Taro Daniel,1854,1882,17-07-2023
78,Lloyd George Muirhead Harris,1854,1988,17-07-2023
79,Arthur Fils,1851,1895,17-07-2023
80,Marcos Giron,1850,1934,17-07-2023
81,Fabio Fognini,1850,2112,17-07-2023
82,Christopher Oconnell,1847,1854,17-07-2023
83,Richard Gasquet,1846,2196,17-07-2023
84,Quentin Halys,1844,1844,17-07-2023
85,Sebastian Ofner,1842,1871,17-07-2023
86,Jordan Thompson,1837,1908,17-07-2023
87,Jack Sock,1835,2144,17-07-2023
88,Juan Pablo Varillas Patino Samudio,1835,1845,17-07-2023
89,Filip Krajinovic,1830,2033,17-07-2023
90,Steve Johnson,1829,2042,17-07-2023
91,Alejandro Tabilo,1829,1834,17-07-2023
92,Yibing Wu,1827,1850,17-07-2023
93,Jason Kubler,1827,1880,17-07-2023
94,Guido Pella,1825,2009,17-07-2023
95,John Millman,1823,1954,17-07-2023
96,Jiri Vesely,1822,1952,17-07-2023
97,Liam Broady,1822,1822,17-07-2023
98,Bernabe Zapata Miralles,1822,1876,17-07-2023
99,Zhizhen Zhang,1819,1890,17-07-2023
100,Ugo Humbert,1817,2002,17-07-2023
101,Ricardas Berankis,1816,1914,17-07-2023
102,Sebastian Baez,1815,1944,17-07-2023
103,Arthur Rinderknech,1815,1909,17-07-2023
104,Alexandre Muller,1814,1814,17-07-2023
105,Tim Van Rijthoven,1812,1870,17-07-2023
106,Daniel Elahi Galan Riveros,1811,1871,17-07-2023
107,Marco Cecchinato,1809,1953,17-07-2023
108,Gijs Brouwer,1809,1844,17-07-2023
109,Pedro Cachin,1808,1870,17-07-2023
110,James Duckworth,1802,1887,17-07-2023
111,Michael Mmoh,1800,1866,17-07-2023
112,Dominic Stephan Stricker,1800,1873,17-07-2023
113,Alexei Popyrin,1799,1916,17-07-2023
114,Ryan Peniston,1798,1825,17-07-2023
115,Ben Shelton,1795,1989,17-07-2023
116,Jaume Munar,1794,1866,17-07-2023
117,Yosuke Watanuki,1793,1819,17-07-2023
118,Maxime Cressy,1790,1928,17-07-2023
119,Aljaz Bedene,1789,1939,17-07-2023
120,Maximilian Marterer,1789,1888,17-07-2023
121,Dominik Koepfer,1789,1920,17-07-2023
122,Damir Dzumhur,1787,1994,17-07-2023
123,Kamil Majchrzak,1787,1810,17-07-2023
124,Kyle Edmund,1787,2038,17-07-2023
125,Alexander Shevchenko,1785,1841,17-07-2023
126,Radu Albot,1785,1936,17-07-2023
127,Tomas Machac,1784,1806,17-07-2023
128,Rinky Hijikata,1782,1837,17-07-2023
129,Thiago Seyboth Wild,1782,1804,17-07-2023
130,Hugo Gaston,1777,1891,17-07-2023
131,Daniel Altmaier,1775,1826,17-07-2023
132,Elias Ymer,1770,1817,17-07-2023
133,Pavel Kotov,1769,1849,17-07-2023
134,Juan Manuel Cerundolo,1764,1807,17-07-2023
135,Nuno Borges,1764,1785,17-07-2023
136,Thiago Monteiro,1763,1846,17-07-2023
137,Aleksandar Kovacevic,1761,1769,17-07-2023
138,Federico Delbonis,1758,1953,17-07-2023
139,Matteo Arnaldi,1756,1889,17-07-2023
140,Andrea Vavassori,1756,1765,17-07-2023
141,Aleksandar Vukic,1751,1828,17-07-2023
142,Peter Gojowczyk,1750,1935,17-07-2023
143,Pablo Andujar,1750,1929,17-07-2023
144,Denis Kudla,1748,1855,17-07-2023
145,Borna Gojo,1748,1856,17-07-2023
146,Nikoloz Basilashvili,1747,1990,17-07-2023
147,Oscar Otte,1735,1917,17-07-2023
148,Jurij Rodionov,1734,1790,17-07-2023
149,Dimitar Kuzmanov,1733,1733,17-07-2023
150,Federico Coria,1731,1839,17-07-2023
151,Antoine Bellier,1731,1743,17-07-2023
152,Constant Lestienne,1730,1833,17-07-2023
153,Giulio Zeppieri,1726,1726,17-07-2023
154,Hugo Grenier,1726,1753,17-07-2023
155,Marc Andrea Huesler,1725,1849,17-07-2023
156,Norbert Gombos,1724,1837,17-07-2023
157,Mitchell Krueger,1723,1734,17-07-2023
158,Henri Laaksonen,1721,1852,17-07-2023
159,Luca Van Assche,1720,1778,17-07-2023
160,Albert Ramos,1720,2014,17-07-2023
161,Joao Sousa,1719,1974,17-07-2023
162,Jozef Kovalik,1719,1806,17-07-2023
163,Hugo Dellien,1717,1781,17-07-2023
164,Carlos Taberner,1717,1796,17-07-2023
165,Emilio Gomez,1714,1744,17-07-2023
166,Stefan Kozlov,1713,1764,17-07-2023
167,Mikhail Kukushkin,1711,1943,17-07-2023
168,Feliciano Lopez,1710,2074,17-07-2023
169,Max Purcell,1709,1834,17-07-2023
170,Marcelo Tomas Barrios Vera,1704,1704,17-07-2023
171,Flavio Cobolli,1702,1726,17-07-2023
172,Pedro Martinez Portero,1700,1926,17-07-2023
173,Fernando Verdasco,1687,2204,17-07-2023
174,Facundo Bagnis,1681,1804,17-07-2023
175,Emilio Nava,1674,1709,17-07-2023
176,Francesco Passaro,1671,1671,17-07-2023
177,Alexandar Lazarov,1620,1620,17-07-2023
178,Ramkumar Ramanathan,1609,1808,17-07-2023
179,Luca Nardi,1601,1619,17-07-2023
180,Benoit Paire,1567,2003,17-07-2023
181,Chun Hsin Tseng,1566,1660,17-07-2023
1,Novak Djokovic,2410,2629,03-07-2023
2,Carlos Alcaraz Garfia,2290,2344,03-07-2023
3,Rafael Nadal,2261,2552,03-07-2023
4,Daniil Medvedev,2237,2316,03-07-2023
5,Stefanos Tsitsipas,2138,2258,03-07-2023
6,Alexander Zverev,2137,2303,03-07-2023
7,Nick Kyrgios,2137,2176,03-07-2023
8,Holger Vitus Nodskov Rune,2132,2146,03-07-2023
9,Andrey Rublev,2130,2227,03-07-2023
10,Jannik Sinner,2126,2256,03-07-2023
11,Casper Ruud,2106,2163,03-07-2023
12,Karen Khachanov,2094,2137,03-07-2023
13,Matteo Berrettini,2071,2173,03-07-2023
14,Frances Tiafoe,2060,2068,03-07-2023
15,Taylor Fritz,2060,2134,03-07-2023
16,Felix Auger Aliassime,2047,2140,03-07-2023
17,Sebastian Korda,2046,2071,03-07-2023
18,Cameron Norrie,2039,2105,03-07-2023
19,Alex De Minaur,2035,2083,03-07-2023
20,Grigor Dimitrov,2033,2203,03-07-2023
21,Marin Cilic,2027,2232,03-07-2023
22,Hubert Hurkacz,2018,2099,03-07-2023
23,Francisco Cerundolo,2014,2014,03-07-2023
24,Tommy Paul,2001,2066,03-07-2023
25,Lorenzo Musetti,1985,1999,03-07-2023
26,Pablo Carreno Busta,1983,2121,03-07-2023
27,Borna Coric,1976,2102,03-07-2023
28,Gael Monfils,1972,2189,03-07-2023
29,Andy Murray,1964,2500,03-07-2023
30,Jan Lennard Struff,1963,2037,03-07-2023
31,Roberto Bautista Agut,1961,2135,03-07-2023
32,Nicolas Jarry,1961,1992,03-07-2023
33,Alejandro Davidovich Fokina,1954,1998,03-07-2023
34,Lorenzo Sonego,1953,1996,03-07-2023
35,Stan Wawrinka,1951,2291,03-07-2023
36,Denis Shapovalov,1950,2075,03-07-2023
37,Tallon Griekspoor,1947,1961,03-07-2023
38,Jack Draper,1947,1977,03-07-2023
39,Christian Garin,1946,2010,03-07-2023
40,Jenson Brooksby,1945,1984,03-07-2023
41,Alexander Bublik,1945,1968,03-07-2023
42,Dominic Thiem,1943,2250,03-07-2023
43,Emil Ruusuvuori,1943,1963,03-07-2023
44,Yoshihito Nishioka,1938,1977,03-07-2023
45,Reilly Opelka,1938,2033,03-07-2023
46,Marton Fucsovics,1930,2018,03-07-2023
47,Tomas Martin Etcheverry,1922,1932,03-07-2023
48,Jiri Lehecka,1921,1962,03-07-2023
49,Adrian Mannarino,1920,2004,03-07-2023
50,Yannick Hanfmann,1920,1920,03-07-2023
51,Alex Molcan,1912,1941,03-07-2023
52,Thanasi Kokkinakis,1908,1914,03-07-2023
53,Mackenzie Mcdonald,1902,1944,03-07-2023
54,Botic Van De Zandschulp,1900,1998,03-07-2023
55,John Isner,1898,2147,03-07-2023
56,Soon Woo Kwon,1897,1929,03-07-2023
57,Dusan Lajovic,1894,1962,03-07-2023
58,Jeffrey John Wolf,1890,1926,03-07-2023
59,Brandon Nakashima,1885,1958,03-07-2023
60,Benjamin Bonzi,1882,1893,03-07-2023
61,Laslo Djere,1882,1945,03-07-2023
62,Ilya Ivashka,1880,1987,03-07-2023
63,Daniel Evans,1875,2002,03-07-2023
64,Roberto Carballes Baena,1874,1886,03-07-2023
65,Taro Daniel,1874,1882,03-07-2023
66,Vasek Pospisil,1872,1987,03-07-2023
67,Diego Sebastian Schwartzman,1872,2097,03-07-2023
68,Miomir Kecmanovic,1872,1977,03-07-2023
69,Gregoire Barrere,1870,1873,03-07-2023
70,Lloyd George Muirhead Harris,1869,1988,03-07-2023
71,Aslan Karatsev,1867,1998,03-07-2023
72,Christopher Eubanks,1863,1932,03-07-2023
73,Arthur Fils,1863,1895,03-07-2023
74,Richard Gasquet,1863,2196,03-07-2023
75,Jeremy Chardy,1863,2016,03-07-2023
76,Gilles Simon,1862,2124,03-07-2023
77,Corentin Moutet,1860,1921,03-07-2023
78,Sebastian Ofner,1855,1871,03-07-2023
79,Marcos Giron,1851,1934,03-07-2023
80,Fabio Fognini,1850,2112,03-07-2023
81,Mikael Ymer,1847,1938,03-07-2023
82,Juan Pablo Varillas Patino Samudio,1845,1845,03-07-2023
83,Christopher Oconnell,1842,1854,03-07-2023
84,Sebastian Baez,1841,1944,03-07-2023
85,David Goffin,1840,2165,03-07-2023
86,Jack Sock,1835,2144,03-07-2023
87,Ugo Humbert,1835,2002,03-07-2023
88,Bernabe Zapata Miralles,1835,1876,03-07-2023
89,Arthur Rinderknech,1834,1909,03-07-2023
90,Yibing Wu,1834,1850,03-07-2023
91,Zhizhen Zhang,1834,1890,03-07-2023
92,Filip Krajinovic,1830,2033,03-07-2023
93,Steve Johnson,1829,2042,03-07-2023
94,Alejandro Tabilo,1829,1834,03-07-2023
95,John Millman,1823,1954,03-07-2023
96,Marco Cecchinato,1820,1953,03-07-2023
97,Alexei Popyrin,1820,1916,03-07-2023
98,Jason Kubler,1818,1880,03-07-2023
99,Roman Safiullin,1817,1940,03-07-2023
100,Ricardas Berankis,1816,1914,03-07-2023
101,Jordan Thompson,1816,1908,03-07-2023
102,Gijs Brouwer,1814,1844,03-07-2023
103,Quentin Halys,1814,1844,03-07-2023
104,Dominik Koepfer,1813,1920,03-07-2023
105,Tim Van Rijthoven,1813,1870,03-07-2023
106,Ryan Peniston,1809,1825,03-07-2023
107,Jiri Vesely,1809,1952,03-07-2023
108,Pedro Cachin,1809,1870,03-07-2023
109,Maxime Cressy,1805,1928,03-07-2023
110,James Duckworth,1803,1887,03-07-2023
111,Guido Pella,1802,2009,03-07-2023
112,Alexander Shevchenko,1798,1841,03-07-2023
113,Daniel Altmaier,1798,1826,03-07-2023
114,Radu Albot,1796,1936,03-07-2023
115,Alexandre Muller,1794,1814,03-07-2023
116,Sam Querrey,1793,2068,03-07-2023
117,Tomas Machac,1792,1806,03-07-2023
118,Aljaz Bedene,1790,1939,03-07-2023
119,Kamil Majchrzak,1788,1810,03-07-2023
120,Damir Dzumhur,1788,1994,03-07-2023
121,Michael Mmoh,1787,1866,03-07-2023
122,Kyle Edmund,1787,2038,03-07-2023
123,Dominic Stephan Stricker,1784,1873,03-07-2023
124,Ben Shelton,1783,1989,03-07-2023
125,Rinky Hijikata,1782,1837,03-07-2023
126,Thiago Seyboth Wild,1782,1804,03-07-2023
127,Liam Broady,1780,1822,03-07-2023
128,Thiago Monteiro,1779,1846,03-07-2023
129,Yosuke Watanuki,1778,1819,03-07-2023
130,Hugo Gaston,1777,1891,03-07-2023
131,Jaume Munar,1775,1866,03-07-2023
132,Nuno Borges,1773,1785,03-07-2023
133,Matteo Arnaldi,1772,1889,03-07-2023
134,Borna Gojo,1772,1856,03-07-2023
135,Elias Ymer,1770,1817,03-07-2023
136,Juan Manuel Cerundolo,1769,1807,03-07-2023
137,Pavel Kotov,1769,1849,03-07-2023
138,Aleksandar Kovacevic,1761,1769,03-07-2023
139,Federico Delbonis,1758,1953,03-07-2023
140,Andrea Vavassori,1756,1765,03-07-2023
141,Constant Lestienne,1753,1833,03-07-2023
142,Peter Gojowczyk,1751,1935,03-07-2023
143,Pablo Andujar,1750,1929,03-07-2023
144,Maximilian Marterer,1750,1888,03-07-2023
145,Marc Andrea Huesler,1749,1849,03-07-2023
146,Denis Kudla,1748,1855,03-07-2023
147,Federico Coria,1747,1839,03-07-2023
148,Nikoloz Basilashvili,1747,1990,03-07-2023
149,Aleksandar Vukic,1739,1828,03-07-2023
150,Luca Van Assche,1737,1778,03-07-2023
151,Hugo Dellien,1736,1781,03-07-2023
152,Jurij Rodionov,1734,1790,03-07-2023
153,Dimitar Kuzmanov,1733,1733,03-07-2023
154,Antoine Bellier,1731,1743,03-07-2023
155,Albert Ramos,1729,2014,03-07-2023
156,Giulio Zeppieri,1726,1726,03-07-2023
157,Hugo Grenier,1726,1753,03-07-2023
158,Norbert Gombos,1725,1837,03-07-2023
159,Mitchell Krueger,1723,1734,03-07-2023
160,Henri Laaksonen,1722,1852,03-07-2023
161,Oscar Otte,1722,1917,03-07-2023
162,Joao Sousa,1720,1974,03-07-2023
163,Jozef Kovalik,1719,1806,03-07-2023
164,Daniel Elahi Galan Riveros,1718,1871,03-07-2023
165,Carlos Taberner,1717,1796,03-07-2023
166,Max Purcell,1714,1834,03-07-2023
167,Emilio Gomez,1714,1744,03-07-2023
168,Stefan Kozlov,1713,1764,03-07-2023
169,Mikhail Kukushkin,1712,1943,03-07-2023
170,Feliciano Lopez,1710,2074,03-07-2023
171,Flavio Cobolli,1703,1726,03-07-2023
172,Pedro Martinez Portero,1700,1926,03-07-2023
173,Dennis Novak,1691,1802,03-07-2023
174,Fernando Verdasco,1687,2204,03-07-2023
175,Facundo Bagnis,1682,1804,03-07-2023
176,Emilio Nava,1674,1709,03-07-2023
177,Francesco Passaro,1671,1671,03-07-2023
178,Marcelo Tomas Barrios Vera,1657,1704,03-07-2023
179,Alexandar Lazarov,1620,1620,03-07-2023
180,Ramkumar Ramanathan,1609,1808,03-07-2023
181,Luca Nardi,1601,1619,03-07-2023
182,Benoit Paire,1567,2003,03-07-2023
183,Chun Hsin Tseng,1566,1660,03-07-2023
1,Novak Djokovic,2410,2629,01-07-2023
2,Carlos Alcaraz Garfia,2290,2344,01-07-2023
3,Rafael Nadal,2261,2552,01-07-2023
4,Daniil Medvedev,2237,2316,01-07-2023
5,Stefanos Tsitsipas,2138,2258,01-07-2023
6,Alexander Zverev,2137,2303,01-07-2023
7,Nick Kyrgios,2137,2176,01-07-2023
8,Holger Vitus Nodskov Rune,2132,2146,01-07-2023
9,Andrey Rublev,2130,2227,01-07-2023
10,Jannik Sinner,2126,2256,01-07-2023
11,Casper Ruud,2106,2163,01-07-2023
12,Karen Khachanov,2094,2137,01-07-2023
13,Taylor Fritz,2072,2134,01-07-2023
14,Matteo Berrettini,2071,2173,01-07-2023
15,Frances Tiafoe,2060,2068,01-07-2023
16,Felix Auger Aliassime,2047,2140,01-07-2023
17,Sebastian Korda,2046,2071,01-07-2023
18,Cameron Norrie,2039,2105,01-07-2023
19,Alex De Minaur,2035,2083,01-07-2023
20,Grigor Dimitrov,2033,2203,01-07-2023
21,Marin Cilic,2027,2232,01-07-2023
22,Hubert Hurkacz,2018,2099,01-07-2023
23,Tommy Paul,1993,2066,01-07-2023
24,Francisco Cerundolo,1987,2014,01-07-2023
25,Lorenzo Musetti,1985,1999,01-07-2023
26,Pablo Carreno Busta,1983,2121,01-07-2023
27,Borna Coric,1976,2102,01-07-2023
28,Nicolas Jarry,1973,1992,01-07-2023
29,Gael Monfils,1972,2189,01-07-2023
30,Lorenzo Sonego,1966,1996,01-07-2023
